Datum,Bron,LeeftijdGroep,Type,Aantal
2020-06-09,RIVM_report_20200609,0-4,Overleden,0
2020-06-09,RIVM_report_20200609,5-9,Overleden,0
2020-06-09,RIVM_report_20200609,10-14,Overleden,0
2020-06-09,RIVM_report_20200609,15-19,Overleden,1
2020-06-09,RIVM_report_20200609,20-24,Overleden,0
2020-06-09,RIVM_report_20200609,25-29,Overleden,3
2020-06-09,RIVM_report_20200609,30-34,Overleden,4
2020-06-09,RIVM_report_20200609,35-39,Overleden,7
2020-06-09,RIVM_report_20200609,40-44,Overleden,5
2020-06-09,RIVM_report_20200609,45-49,Overleden,23
2020-06-09,RIVM_report_20200609,50-54,Overleden,47
2020-06-09,RIVM_report_20200609,55-59,Overleden,99
2020-06-09,RIVM_report_20200609,60-64,Overleden,162
2020-06-09,RIVM_report_20200609,65-69,Overleden,331
2020-06-09,RIVM_report_20200609,70-74,Overleden,622
2020-06-09,RIVM_report_20200609,75-79,Overleden,994
2020-06-09,RIVM_report_20200609,80-84,Overleden,1252
2020-06-09,RIVM_report_20200609,85-89,Overleden,1364
2020-06-09,RIVM_report_20200609,90-94,Overleden,817
2020-06-09,RIVM_report_20200609,95+,Overleden,300
2020-06-09,RIVM_report_20200609,Niet vermeld,Overleden,0
2020-06-10,RIVM_report_20200610,0-4,Totaal,113
2020-06-10,RIVM_report_20200610,5-9,Totaal,60
2020-06-10,RIVM_report_20200610,10-14,Totaal,133
2020-06-10,RIVM_report_20200610,15-19,Totaal,586
2020-06-10,RIVM_report_20200610,20-24,Totaal,2117
2020-06-10,RIVM_report_20200610,25-29,Totaal,2595
2020-06-10,RIVM_report_20200610,30-34,Totaal,2378
2020-06-10,RIVM_report_20200610,35-39,Totaal,2070
2020-06-10,RIVM_report_20200610,40-44,Totaal,2325
2020-06-10,RIVM_report_20200610,45-49,Totaal,3308
2020-06-10,RIVM_report_20200610,50-54,Totaal,4206
2020-06-10,RIVM_report_20200610,55-59,Totaal,4596
2020-06-10,RIVM_report_20200610,60-64,Totaal,3753
2020-06-10,RIVM_report_20200610,65-69,Totaal,2402
2020-06-10,RIVM_report_20200610,70-74,Totaal,2962
2020-06-10,RIVM_report_20200610,75-79,Totaal,3383
2020-06-10,RIVM_report_20200610,80-84,Totaal,3869
2020-06-10,RIVM_report_20200610,85-89,Totaal,3997
2020-06-10,RIVM_report_20200610,90-94,Totaal,2434
2020-06-10,RIVM_report_20200610,95+,Totaal,797
2020-06-10,RIVM_report_20200610,Niet vermeld,Totaal,3
2020-06-10,RIVM_report_20200610,0-4,Ziekenhuisopname,47
2020-06-10,RIVM_report_20200610,5-9,Ziekenhuisopname,2
2020-06-10,RIVM_report_20200610,10-14,Ziekenhuisopname,9
2020-06-10,RIVM_report_20200610,15-19,Ziekenhuisopname,29
2020-06-10,RIVM_report_20200610,20-24,Ziekenhuisopname,62
2020-06-10,RIVM_report_20200610,25-29,Ziekenhuisopname,111
2020-06-10,RIVM_report_20200610,30-34,Ziekenhuisopname,157
2020-06-10,RIVM_report_20200610,35-39,Ziekenhuisopname,196
2020-06-10,RIVM_report_20200610,40-44,Ziekenhuisopname,283
2020-06-10,RIVM_report_20200610,45-49,Ziekenhuisopname,589
2020-06-10,RIVM_report_20200610,50-54,Ziekenhuisopname,856
2020-06-10,RIVM_report_20200610,55-59,Ziekenhuisopname,1150
2020-06-10,RIVM_report_20200610,60-64,Ziekenhuisopname,1299
2020-06-10,RIVM_report_20200610,65-69,Ziekenhuisopname,1349
2020-06-10,RIVM_report_20200610,70-74,Ziekenhuisopname,1697
2020-06-10,RIVM_report_20200610,75-79,Ziekenhuisopname,1633
2020-06-10,RIVM_report_20200610,80-84,Ziekenhuisopname,1238
2020-06-10,RIVM_report_20200610,85-89,Ziekenhuisopname,803
2020-06-10,RIVM_report_20200610,90-94,Ziekenhuisopname,252
2020-06-10,RIVM_report_20200610,95+,Ziekenhuisopname,43
2020-06-10,RIVM_report_20200610,Niet vermeld,Ziekenhuisopname,0
2020-06-10,RIVM_report_20200610,0-4,Overleden,0
2020-06-10,RIVM_report_20200610,5-9,Overleden,0
2020-06-10,RIVM_report_20200610,10-14,Overleden,0
2020-06-10,RIVM_report_20200610,15-19,Overleden,1
2020-06-10,RIVM_report_20200610,20-24,Overleden,0
2020-06-10,RIVM_report_20200610,25-29,Overleden,3
2020-06-10,RIVM_report_20200610,30-34,Overleden,4
2020-06-10,RIVM_report_20200610,35-39,Overleden,7
2020-06-10,RIVM_report_20200610,40-44,Overleden,5
2020-06-10,RIVM_report_20200610,45-49,Overleden,23
2020-06-10,RIVM_report_20200610,50-54,Overleden,47
2020-06-10,RIVM_report_20200610,55-59,Overleden,99
2020-06-10,RIVM_report_20200610,60-64,Overleden,162
2020-06-10,RIVM_report_20200610,65-69,Overleden,331
2020-06-10,RIVM_report_20200610,70-74,Overleden,624
2020-06-10,RIVM_report_20200610,75-79,Overleden,995
2020-06-10,RIVM_report_20200610,80-84,Overleden,1255
2020-06-10,RIVM_report_20200610,85-89,Overleden,1366
2020-06-10,RIVM_report_20200610,90-94,Overleden,820
2020-06-10,RIVM_report_20200610,95+,Overleden,300
2020-06-10,RIVM_report_20200610,Niet vermeld,Overleden,0
2020-06-11,RIVM_report_20200611,0-4,Totaal,115
2020-06-11,RIVM_report_20200611,5-9,Totaal,61
2020-06-11,RIVM_report_20200611,10-14,Totaal,138
2020-06-11,RIVM_report_20200611,15-19,Totaal,597
2020-06-11,RIVM_report_20200611,20-24,Totaal,2133
2020-06-11,RIVM_report_20200611,25-29,Totaal,2612
2020-06-11,RIVM_report_20200611,30-34,Totaal,2393
2020-06-11,RIVM_report_20200611,35-39,Totaal,2082
2020-06-11,RIVM_report_20200611,40-44,Totaal,2334
2020-06-11,RIVM_report_20200611,45-49,Totaal,3319
2020-06-11,RIVM_report_20200611,50-54,Totaal,4223
2020-06-11,RIVM_report_20200611,55-59,Totaal,4612
2020-06-11,RIVM_report_20200611,60-64,Totaal,3758
2020-06-11,RIVM_report_20200611,65-69,Totaal,2407
2020-06-11,RIVM_report_20200611,70-74,Totaal,2966
2020-06-11,RIVM_report_20200611,75-79,Totaal,3391
2020-06-11,RIVM_report_20200611,80-84,Totaal,3871
2020-06-11,RIVM_report_20200611,85-89,Totaal,3999
2020-06-11,RIVM_report_20200611,90-94,Totaal,2437
2020-06-11,RIVM_report_20200611,95+,Totaal,799
2020-06-11,RIVM_report_20200611,Niet vermeld,Totaal,4
2020-06-11,RIVM_report_20200611,0-4,Ziekenhuisopname,47
2020-06-11,RIVM_report_20200611,5-9,Ziekenhuisopname,2
2020-06-11,RIVM_report_20200611,10-14,Ziekenhuisopname,9
2020-06-11,RIVM_report_20200611,15-19,Ziekenhuisopname,29
2020-06-11,RIVM_report_20200611,20-24,Ziekenhuisopname,62
2020-06-11,RIVM_report_20200611,25-29,Ziekenhuisopname,111
2020-06-11,RIVM_report_20200611,30-34,Ziekenhuisopname,157
2020-06-11,RIVM_report_20200611,35-39,Ziekenhuisopname,196
2020-06-11,RIVM_report_20200611,40-44,Ziekenhuisopname,283
2020-06-11,RIVM_report_20200611,45-49,Ziekenhuisopname,589
2020-06-11,RIVM_report_20200611,50-54,Ziekenhuisopname,857
2020-06-11,RIVM_report_20200611,55-59,Ziekenhuisopname,1151
2020-06-11,RIVM_report_20200611,60-64,Ziekenhuisopname,1299
2020-06-11,RIVM_report_20200611,65-69,Ziekenhuisopname,1349
2020-06-11,RIVM_report_20200611,70-74,Ziekenhuisopname,1697
2020-06-11,RIVM_report_20200611,75-79,Ziekenhuisopname,1634
2020-06-11,RIVM_report_20200611,80-84,Ziekenhuisopname,1238
2020-06-11,RIVM_report_20200611,85-89,Ziekenhuisopname,803
2020-06-11,RIVM_report_20200611,90-94,Ziekenhuisopname,252
2020-06-11,RIVM_report_20200611,95+,Ziekenhuisopname,43
2020-06-11,RIVM_report_20200611,Niet vermeld,Ziekenhuisopname,0
2020-06-11,RIVM_report_20200611,0-4,Overleden,0
2020-06-11,RIVM_report_20200611,5-9,Overleden,0
2020-06-11,RIVM_report_20200611,10-14,Overleden,0
2020-06-11,RIVM_report_20200611,15-19,Overleden,1
2020-06-11,RIVM_report_20200611,20-24,Overleden,0
2020-06-11,RIVM_report_20200611,25-29,Overleden,3
2020-06-11,RIVM_report_20200611,30-34,Overleden,4
2020-06-11,RIVM_report_20200611,35-39,Overleden,7
2020-06-11,RIVM_report_20200611,40-44,Overleden,5
2020-06-11,RIVM_report_20200611,45-49,Overleden,23
2020-06-11,RIVM_report_20200611,50-54,Overleden,47
2020-06-11,RIVM_report_20200611,55-59,Overleden,99
2020-06-11,RIVM_report_20200611,60-64,Overleden,162
2020-06-11,RIVM_report_20200611,65-69,Overleden,331
2020-06-11,RIVM_report_20200611,70-74,Overleden,624
2020-06-11,RIVM_report_20200611,75-79,Overleden,995
2020-06-11,RIVM_report_20200611,80-84,Overleden,1255
2020-06-11,RIVM_report_20200611,85-89,Overleden,1366
2020-06-11,RIVM_report_20200611,90-94,Overleden,822
2020-06-11,RIVM_report_20200611,95+,Overleden,300
2020-06-11,RIVM_report_20200611,Niet vermeld,Overleden,0
2020-06-12,RIVM_report_20200612,0-4,Totaal,116
2020-06-12,RIVM_report_20200612,5-9,Totaal,62
2020-06-12,RIVM_report_20200612,10-14,Totaal,143
2020-06-12,RIVM_report_20200612,15-19,Totaal,609
2020-06-12,RIVM_report_20200612,20-24,Totaal,2158
2020-06-12,RIVM_report_20200612,25-29,Totaal,2634
2020-06-12,RIVM_report_20200612,30-34,Totaal,2414
2020-06-12,RIVM_report_20200612,35-39,Totaal,2096
2020-06-12,RIVM_report_20200612,40-44,Totaal,2345
2020-06-12,RIVM_report_20200612,45-49,Totaal,3334
2020-06-12,RIVM_report_20200612,50-54,Totaal,4240
2020-06-12,RIVM_report_20200612,55-59,Totaal,4633
2020-06-12,RIVM_report_20200612,60-64,Totaal,3774
2020-06-12,RIVM_report_20200612,65-69,Totaal,2412
2020-06-12,RIVM_report_20200612,70-74,Totaal,2971
2020-06-12,RIVM_report_20200612,75-79,Totaal,3397
2020-06-12,RIVM_report_20200612,80-84,Totaal,3878
2020-06-12,RIVM_report_20200612,85-89,Totaal,4002
2020-06-12,RIVM_report_20200612,90-94,Totaal,2439
2020-06-12,RIVM_report_20200612,95+,Totaal,800
2020-06-12,RIVM_report_20200612,Niet vermeld,Totaal,4
2020-06-12,RIVM_report_20200612,0-4,Ziekenhuisopname,47
2020-06-12,RIVM_report_20200612,5-9,Ziekenhuisopname,2
2020-06-12,RIVM_report_20200612,10-14,Ziekenhuisopname,9
2020-06-12,RIVM_report_20200612,15-19,Ziekenhuisopname,29
2020-06-12,RIVM_report_20200612,20-24,Ziekenhuisopname,62
2020-06-12,RIVM_report_20200612,25-29,Ziekenhuisopname,111
2020-06-12,RIVM_report_20200612,30-34,Ziekenhuisopname,157
2020-06-12,RIVM_report_20200612,35-39,Ziekenhuisopname,196
2020-06-12,RIVM_report_20200612,40-44,Ziekenhuisopname,283
2020-06-12,RIVM_report_20200612,45-49,Ziekenhuisopname,589
2020-06-12,RIVM_report_20200612,50-54,Ziekenhuisopname,859
2020-06-12,RIVM_report_20200612,55-59,Ziekenhuisopname,1151
2020-06-12,RIVM_report_20200612,60-64,Ziekenhuisopname,1299
2020-06-12,RIVM_report_20200612,65-69,Ziekenhuisopname,1350
2020-06-12,RIVM_report_20200612,70-74,Ziekenhuisopname,1697
2020-06-12,RIVM_report_20200612,75-79,Ziekenhuisopname,1634
2020-06-12,RIVM_report_20200612,80-84,Ziekenhuisopname,1239
2020-06-12,RIVM_report_20200612,85-89,Ziekenhuisopname,804
2020-06-12,RIVM_report_20200612,90-94,Ziekenhuisopname,252
2020-06-12,RIVM_report_20200612,95+,Ziekenhuisopname,43
2020-06-12,RIVM_report_20200612,Niet vermeld,Ziekenhuisopname,0
2020-06-12,RIVM_report_20200612,0-4,Overleden,0
2020-06-12,RIVM_report_20200612,5-9,Overleden,0
2020-06-12,RIVM_report_20200612,10-14,Overleden,0
2020-06-12,RIVM_report_20200612,15-19,Overleden,1
2020-06-12,RIVM_report_20200612,20-24,Overleden,0
2020-06-12,RIVM_report_20200612,25-29,Overleden,3
2020-06-12,RIVM_report_20200612,30-34,Overleden,4
2020-06-12,RIVM_report_20200612,35-39,Overleden,7
2020-06-12,RIVM_report_20200612,40-44,Overleden,5
2020-06-12,RIVM_report_20200612,45-49,Overleden,23
2020-06-12,RIVM_report_20200612,50-54,Overleden,47
2020-06-12,RIVM_report_20200612,55-59,Overleden,99
2020-06-12,RIVM_report_20200612,60-64,Overleden,162
2020-06-12,RIVM_report_20200612,65-69,Overleden,331
2020-06-12,RIVM_report_20200612,70-74,Overleden,625
2020-06-12,RIVM_report_20200612,75-79,Overleden,997
2020-06-12,RIVM_report_20200612,80-84,Overleden,1258
2020-06-12,RIVM_report_20200612,85-89,Overleden,1369
2020-06-12,RIVM_report_20200612,90-94,Overleden,822
2020-06-12,RIVM_report_20200612,95+,Overleden,300
2020-06-12,RIVM_report_20200612,Niet vermeld,Overleden,0
2020-06-13,RIVM_report_20200613,0-4,Totaal,120
2020-06-13,RIVM_report_20200613,5-9,Totaal,66
2020-06-13,RIVM_report_20200613,10-14,Totaal,144
2020-06-13,RIVM_report_20200613,15-19,Totaal,622
2020-06-13,RIVM_report_20200613,20-24,Totaal,2175
2020-06-13,RIVM_report_20200613,25-29,Totaal,2649
2020-06-13,RIVM_report_20200613,30-34,Totaal,2429
2020-06-13,RIVM_report_20200613,35-39,Totaal,2106
2020-06-13,RIVM_report_20200613,40-44,Totaal,2358
2020-06-13,RIVM_report_20200613,45-49,Totaal,3352
2020-06-13,RIVM_report_20200613,50-54,Totaal,4258
2020-06-13,RIVM_report_20200613,55-59,Totaal,4646
2020-06-13,RIVM_report_20200613,60-64,Totaal,3785
2020-06-13,RIVM_report_20200613,65-69,Totaal,2421
2020-06-13,RIVM_report_20200613,70-74,Totaal,2975
2020-06-13,RIVM_report_20200613,75-79,Totaal,3406
2020-06-13,RIVM_report_20200613,80-84,Totaal,3881
2020-06-13,RIVM_report_20200613,85-89,Totaal,4003
2020-06-13,RIVM_report_20200613,90-94,Totaal,2440
2020-06-13,RIVM_report_20200613,95+,Totaal,800
2020-06-13,RIVM_report_20200613,Niet vermeld,Totaal,4
2020-06-13,RIVM_report_20200613,0-4,Ziekenhuisopname,47
2020-06-13,RIVM_report_20200613,5-9,Ziekenhuisopname,2
2020-06-13,RIVM_report_20200613,10-14,Ziekenhuisopname,9
2020-06-13,RIVM_report_20200613,15-19,Ziekenhuisopname,30
2020-06-13,RIVM_report_20200613,20-24,Ziekenhuisopname,62
2020-06-13,RIVM_report_20200613,25-29,Ziekenhuisopname,113
2020-06-13,RIVM_report_20200613,30-34,Ziekenhuisopname,157
2020-06-13,RIVM_report_20200613,35-39,Ziekenhuisopname,196
2020-06-13,RIVM_report_20200613,40-44,Ziekenhuisopname,284
2020-06-13,RIVM_report_20200613,45-49,Ziekenhuisopname,589
2020-06-13,RIVM_report_20200613,50-54,Ziekenhuisopname,859
2020-06-13,RIVM_report_20200613,55-59,Ziekenhuisopname,1152
2020-06-13,RIVM_report_20200613,60-64,Ziekenhuisopname,1300
2020-06-13,RIVM_report_20200613,65-69,Ziekenhuisopname,1351
2020-06-13,RIVM_report_20200613,70-74,Ziekenhuisopname,1698
2020-06-13,RIVM_report_20200613,75-79,Ziekenhuisopname,1635
2020-06-13,RIVM_report_20200613,80-84,Ziekenhuisopname,1239
2020-06-13,RIVM_report_20200613,85-89,Ziekenhuisopname,804
2020-06-13,RIVM_report_20200613,90-94,Ziekenhuisopname,252
2020-06-13,RIVM_report_20200613,95+,Ziekenhuisopname,43
2020-06-13,RIVM_report_20200613,Niet vermeld,Ziekenhuisopname,0
2020-06-13,RIVM_report_20200613,0-4,Overleden,0
2020-06-13,RIVM_report_20200613,5-9,Overleden,0
2020-06-13,RIVM_report_20200613,10-14,Overleden,0
2020-06-13,RIVM_report_20200613,15-19,Overleden,1
2020-06-13,RIVM_report_20200613,20-24,Overleden,0
2020-06-13,RIVM_report_20200613,25-29,Overleden,3
2020-06-13,RIVM_report_20200613,30-34,Overleden,4
2020-06-13,RIVM_report_20200613,35-39,Overleden,7
2020-06-13,RIVM_report_20200613,40-44,Overleden,5
2020-06-13,RIVM_report_20200613,45-49,Overleden,23
2020-06-13,RIVM_report_20200613,50-54,Overleden,47
2020-06-13,RIVM_report_20200613,55-59,Overleden,99
2020-06-13,RIVM_report_20200613,60-64,Overleden,163
2020-06-13,RIVM_report_20200613,65-69,Overleden,331
2020-06-13,RIVM_report_20200613,70-74,Overleden,625
2020-06-13,RIVM_report_20200613,75-79,Overleden,998
2020-06-13,RIVM_report_20200613,80-84,Overleden,1258
2020-06-13,RIVM_report_20200613,85-89,Overleden,1369
2020-06-13,RIVM_report_20200613,90-94,Overleden,822
2020-06-13,RIVM_report_20200613,95+,Overleden,302
2020-06-13,RIVM_report_20200613,Niet vermeld,Overleden,0
2020-06-14,RIVM_report_20200614,0-4,Totaal,125
2020-06-14,RIVM_report_20200614,5-9,Totaal,69
2020-06-14,RIVM_report_20200614,10-14,Totaal,147
2020-06-14,RIVM_report_20200614,15-19,Totaal,626
2020-06-14,RIVM_report_20200614,20-24,Totaal,2197
2020-06-14,RIVM_report_20200614,25-29,Totaal,2664
2020-06-14,RIVM_report_20200614,30-34,Totaal,2440
2020-06-14,RIVM_report_20200614,35-39,Totaal,2123
2020-06-14,RIVM_report_20200614,40-44,Totaal,2366
2020-06-14,RIVM_report_20200614,45-49,Totaal,3366
2020-06-14,RIVM_report_20200614,50-54,Totaal,4273
2020-06-14,RIVM_report_20200614,55-59,Totaal,4653
2020-06-14,RIVM_report_20200614,60-64,Totaal,3791
2020-06-14,RIVM_report_20200614,65-69,Totaal,2425
2020-06-14,RIVM_report_20200614,70-74,Totaal,2977
2020-06-14,RIVM_report_20200614,75-79,Totaal,3409
2020-06-14,RIVM_report_20200614,80-84,Totaal,3884
2020-06-14,RIVM_report_20200614,85-89,Totaal,4005
2020-06-14,RIVM_report_20200614,90-94,Totaal,2439
2020-06-14,RIVM_report_20200614,95+,Totaal,800
2020-06-14,RIVM_report_20200614,Niet vermeld,Totaal,4
2020-06-14,RIVM_report_20200614,0-4,Ziekenhuisopname,48
2020-06-14,RIVM_report_20200614,5-9,Ziekenhuisopname,2
2020-06-14,RIVM_report_20200614,10-14,Ziekenhuisopname,9
2020-06-14,RIVM_report_20200614,15-19,Ziekenhuisopname,30
2020-06-14,RIVM_report_20200614,20-24,Ziekenhuisopname,62
2020-06-14,RIVM_report_20200614,25-29,Ziekenhuisopname,113
2020-06-14,RIVM_report_20200614,30-34,Ziekenhuisopname,157
2020-06-14,RIVM_report_20200614,35-39,Ziekenhuisopname,196
2020-06-14,RIVM_report_20200614,40-44,Ziekenhuisopname,283
2020-06-14,RIVM_report_20200614,45-49,Ziekenhuisopname,589
2020-06-14,RIVM_report_20200614,50-54,Ziekenhuisopname,859
2020-06-14,RIVM_report_20200614,55-59,Ziekenhuisopname,1153
2020-06-14,RIVM_report_20200614,60-64,Ziekenhuisopname,1300
2020-06-14,RIVM_report_20200614,65-69,Ziekenhuisopname,1351
2020-06-14,RIVM_report_20200614,70-74,Ziekenhuisopname,1700
2020-06-14,RIVM_report_20200614,75-79,Ziekenhuisopname,1635
2020-06-14,RIVM_report_20200614,80-84,Ziekenhuisopname,1240
2020-06-14,RIVM_report_20200614,85-89,Ziekenhuisopname,805
2020-06-14,RIVM_report_20200614,90-94,Ziekenhuisopname,253
2020-06-14,RIVM_report_20200614,95+,Ziekenhuisopname,43
2020-06-14,RIVM_report_20200614,Niet vermeld,Ziekenhuisopname,0
2020-06-14,RIVM_report_20200614,0-4,Overleden,0
2020-06-14,RIVM_report_20200614,5-9,Overleden,0
2020-06-14,RIVM_report_20200614,10-14,Overleden,0
2020-06-14,RIVM_report_20200614,15-19,Overleden,1
2020-06-14,RIVM_report_20200614,20-24,Overleden,0
2020-06-14,RIVM_report_20200614,25-29,Overleden,3
2020-06-14,RIVM_report_20200614,30-34,Overleden,4
2020-06-14,RIVM_report_20200614,35-39,Overleden,7
2020-06-14,RIVM_report_20200614,40-44,Overleden,5
2020-06-14,RIVM_report_20200614,45-49,Overleden,23
2020-06-14,RIVM_report_20200614,50-54,Overleden,47
2020-06-14,RIVM_report_20200614,55-59,Overleden,99
2020-06-14,RIVM_report_20200614,60-64,Overleden,163
2020-06-14,RIVM_report_20200614,65-69,Overleden,331
2020-06-14,RIVM_report_20200614,70-74,Overleden,625
2020-06-14,RIVM_report_20200614,75-79,Overleden,999
2020-06-14,RIVM_report_20200614,80-84,Overleden,1258
2020-06-14,RIVM_report_20200614,85-89,Overleden,1370
2020-06-14,RIVM_report_20200614,90-94,Overleden,822
2020-06-14,RIVM_report_20200614,95+,Overleden,302
2020-06-14,RIVM_report_20200614,Niet vermeld,Overleden,0
2020-06-15,RIVM_report_20200615,0-4,Totaal,125
2020-06-15,RIVM_report_20200615,5-9,Totaal,74
2020-06-15,RIVM_report_20200615,10-14,Totaal,160
2020-06-15,RIVM_report_20200615,15-19,Totaal,643
2020-06-15,RIVM_report_20200615,20-24,Totaal,2215
2020-06-15,RIVM_report_20200615,25-29,Totaal,2678
2020-06-15,RIVM_report_20200615,30-34,Totaal,2454
2020-06-15,RIVM_report_20200615,35-39,Totaal,2130
2020-06-15,RIVM_report_20200615,40-44,Totaal,2382
2020-06-15,RIVM_report_20200615,45-49,Totaal,3377
2020-06-15,RIVM_report_20200615,50-54,Totaal,4292
2020-06-15,RIVM_report_20200615,55-59,Totaal,4660
2020-06-15,RIVM_report_20200615,60-64,Totaal,3800
2020-06-15,RIVM_report_20200615,65-69,Totaal,2429
2020-06-15,RIVM_report_20200615,70-74,Totaal,2979
2020-06-15,RIVM_report_20200615,75-79,Totaal,3410
2020-06-15,RIVM_report_20200615,80-84,Totaal,3888
2020-06-15,RIVM_report_20200615,85-89,Totaal,4008
2020-06-15,RIVM_report_20200615,90-94,Totaal,2440
2020-06-15,RIVM_report_20200615,95+,Totaal,800
2020-06-15,RIVM_report_20200615,Niet vermeld,Totaal,4
2020-06-15,RIVM_report_20200615,0-4,Ziekenhuisopname,48
2020-06-15,RIVM_report_20200615,5-9,Ziekenhuisopname,2
2020-06-15,RIVM_report_20200615,10-14,Ziekenhuisopname,9
2020-06-15,RIVM_report_20200615,15-19,Ziekenhuisopname,30
2020-06-15,RIVM_report_20200615,20-24,Ziekenhuisopname,62
2020-06-15,RIVM_report_20200615,25-29,Ziekenhuisopname,113
2020-06-15,RIVM_report_20200615,30-34,Ziekenhuisopname,157
2020-06-15,RIVM_report_20200615,35-39,Ziekenhuisopname,196
2020-06-15,RIVM_report_20200615,40-44,Ziekenhuisopname,283
2020-06-15,RIVM_report_20200615,45-49,Ziekenhuisopname,589
2020-06-15,RIVM_report_20200615,50-54,Ziekenhuisopname,859
2020-06-15,RIVM_report_20200615,55-59,Ziekenhuisopname,1153
2020-06-15,RIVM_report_20200615,60-64,Ziekenhuisopname,1300
2020-06-15,RIVM_report_20200615,65-69,Ziekenhuisopname,1351
2020-06-15,RIVM_report_20200615,70-74,Ziekenhuisopname,1700
2020-06-15,RIVM_report_20200615,75-79,Ziekenhuisopname,1636
2020-06-15,RIVM_report_20200615,80-84,Ziekenhuisopname,1241
2020-06-15,RIVM_report_20200615,85-89,Ziekenhuisopname,805
2020-06-15,RIVM_report_20200615,90-94,Ziekenhuisopname,253
2020-06-15,RIVM_report_20200615,95+,Ziekenhuisopname,44
2020-06-15,RIVM_report_20200615,Niet vermeld,Ziekenhuisopname,0
2020-06-15,RIVM_report_20200615,0-4,Overleden,0
2020-06-15,RIVM_report_20200615,5-9,Overleden,0
2020-06-15,RIVM_report_20200615,10-14,Overleden,0
2020-06-15,RIVM_report_20200615,15-19,Overleden,1
2020-06-15,RIVM_report_20200615,20-24,Overleden,0
2020-06-15,RIVM_report_20200615,25-29,Overleden,3
2020-06-15,RIVM_report_20200615,30-34,Overleden,4
2020-06-15,RIVM_report_20200615,35-39,Overleden,7
2020-06-15,RIVM_report_20200615,40-44,Overleden,5
2020-06-15,RIVM_report_20200615,45-49,Overleden,23
2020-06-15,RIVM_report_20200615,50-54,Overleden,47
2020-06-15,RIVM_report_20200615,55-59,Overleden,99
2020-06-15,RIVM_report_20200615,60-64,Overleden,164
2020-06-15,RIVM_report_20200615,65-69,Overleden,331
2020-06-15,RIVM_report_20200615,70-74,Overleden,625
2020-06-15,RIVM_report_20200615,75-79,Overleden,1000
2020-06-15,RIVM_report_20200615,80-84,Overleden,1260
2020-06-15,RIVM_report_20200615,85-89,Overleden,1371
2020-06-15,RIVM_report_20200615,90-94,Overleden,822
2020-06-15,RIVM_report_20200615,95+,Overleden,303
2020-06-15,RIVM_report_20200615,Niet vermeld,Overleden,0
2020-06-16,RIVM_report_20200616,0-4,Totaal,129
2020-06-16,RIVM_report_20200616,5-9,Totaal,76
2020-06-16,RIVM_report_20200616,10-14,Totaal,165
2020-06-16,RIVM_report_20200616,15-19,Totaal,651
2020-06-16,RIVM_report_20200616,20-24,Totaal,2221
2020-06-16,RIVM_report_20200616,25-29,Totaal,2694
2020-06-16,RIVM_report_20200616,30-34,Totaal,2473
2020-06-16,RIVM_report_20200616,35-39,Totaal,2145
2020-06-16,RIVM_report_20200616,40-44,Totaal,2391
2020-06-16,RIVM_report_20200616,45-49,Totaal,3384
2020-06-16,RIVM_report_20200616,50-54,Totaal,4301
2020-06-16,RIVM_report_20200616,55-59,Totaal,4679
2020-06-16,RIVM_report_20200616,60-64,Totaal,3811
2020-06-16,RIVM_report_20200616,65-69,Totaal,2431
2020-06-16,RIVM_report_20200616,70-74,Totaal,2981
2020-06-16,RIVM_report_20200616,75-79,Totaal,3411
2020-06-16,RIVM_report_20200616,80-84,Totaal,3888
2020-06-16,RIVM_report_20200616,85-89,Totaal,4011
2020-06-16,RIVM_report_20200616,90-94,Totaal,2441
2020-06-16,RIVM_report_20200616,95+,Totaal,800
2020-06-16,RIVM_report_20200616,Niet vermeld,Totaal,4
2020-06-16,RIVM_report_20200616,0-4,Ziekenhuisopname,48
2020-06-16,RIVM_report_20200616,5-9,Ziekenhuisopname,2
2020-06-16,RIVM_report_20200616,10-14,Ziekenhuisopname,9
2020-06-16,RIVM_report_20200616,15-19,Ziekenhuisopname,30
2020-06-16,RIVM_report_20200616,20-24,Ziekenhuisopname,62
2020-06-16,RIVM_report_20200616,25-29,Ziekenhuisopname,113
2020-06-16,RIVM_report_20200616,30-34,Ziekenhuisopname,157
2020-06-16,RIVM_report_20200616,35-39,Ziekenhuisopname,196
2020-06-16,RIVM_report_20200616,40-44,Ziekenhuisopname,283
2020-06-16,RIVM_report_20200616,45-49,Ziekenhuisopname,589
2020-06-16,RIVM_report_20200616,50-54,Ziekenhuisopname,859
2020-06-16,RIVM_report_20200616,55-59,Ziekenhuisopname,1152
2020-06-16,RIVM_report_20200616,60-64,Ziekenhuisopname,1301
2020-06-16,RIVM_report_20200616,65-69,Ziekenhuisopname,1351
2020-06-16,RIVM_report_20200616,70-74,Ziekenhuisopname,1703
2020-06-16,RIVM_report_20200616,75-79,Ziekenhuisopname,1636
2020-06-16,RIVM_report_20200616,80-84,Ziekenhuisopname,1241
2020-06-16,RIVM_report_20200616,85-89,Ziekenhuisopname,805
2020-06-16,RIVM_report_20200616,90-94,Ziekenhuisopname,253
2020-06-16,RIVM_report_20200616,95+,Ziekenhuisopname,44
2020-06-16,RIVM_report_20200616,Niet vermeld,Ziekenhuisopname,0
2020-06-16,RIVM_report_20200616,0-4,Overleden,0
2020-06-16,RIVM_report_20200616,5-9,Overleden,0
